,title,reference_no,tender_id
680,[Operation and Maintenance of Electro Mechanical Services in Staff Quarters at VC Road Chennai for22-24],Operation and Maintenance of Electro Mechanical Services in Staff Quarters at VC Road Chennai for22-24] [55/EEE/ED-III/CH/2022-23,2023_BSNL_143456_1
681,[SUPPLY OF RUBBER COMPONENTS],SUPPLY OF RUBBER COMPONENTS] [ILP/SC2/ADP139/2022-23/TE-2238,2023_ILTD_143474_1
682,[VehicleTender],VehicleTender] [NHAI/PIU/KKDI/Vehicle/2022/1,2022_NHAI_127920_4
683,"[Radio Remote Ground Station RGS at VSI Airport, Port Blair]","Radio Remote Ground Station RGS at VSI Airport, Port Blair] [AAI/PB/COMML/RGS",2023_AAI_143315_1
684,[Supply of O Ring viton],Supply of O Ring viton] [ILP/SC2/ADP139/2022-23/TE-2237,2023_ILTD_143469_1
685,[Construction of Four laning of Bakarpur-Manikpur road section starting from village Chitarsenpur (Km.0.000) and terminating at SH-74 near Manikpur (38.814) at NH-139W under BMP on HAM mode in the State of Bihar],Construction of Four laning of Bakarpur-Manikpur road section starting from village Chitarsenpur (Km.0.000) and terminating at SH-74 near Manikpur (38.814) at NH-139W under BMP on HAM mode in the State of Bihar] [NHAI/Tech/HQ/Bakarpur-Manikpur /139W/Proc/2023,2023_NHAI_143457_1
686,[PROCUREMENT OF 9.45 MT TNHAL FOR LLDPE-2 PLANT],PROCUREMENT OF 9.45 MT TNHAL FOR LLDPE-2 PLANT] [GAIL/PATA/20109873/VN,2023_GAIL_143051_1
687,"[Servicing/RTO Passing /Fitness of Vehicles working under Veterinary Services Department, West Zone, MCD]","Servicing/RTO Passing /Fitness of Vehicles working under Veterinary Services Department, West Zone, MCD] [EE (AUTO)/WZ/MCD/2022-23/D-175",2023_SDMC_143294_1
688,[Diaphragm Valve],Diaphragm Valve] [2/PE230037/1,2023_UCIL_143255_1
689,[Supply of Spring Adjuster],Supply of Spring Adjuster] [ILP/SC2/ADC102/2022-23/TE-2236,2023_ILTD_143445_1
690,[EI work at Jhalana Doongri Jaipur],EI work at Jhalana Doongri Jaipur] [59/22-23/BSNL/ED-I/JP/06,2023_BSNL_143446_1
691,"[Improvement of CTC Block 2 in front of Medical Store, C Block, Ph-1 Gautampuri in Ward No. 180, Badarpur, CNZ]","Improvement of CTC Block 2 in front of Medical Store, C Block, Ph-1 Gautampuri in Ward No. 180, Badarpur, CNZ] [EE(M)-IV/CNZ/2022-23/33/12",2023_SDMC_143435_1
692,[E-TENDER FOR OUTSOURCING OF MAINTENANCE AND PROVISIONING OF LANDLINE- BROADBAND FOR EXTERNAL PLANT OF COPPER NETWORK IN SEMI-URBAN AND RURAL AREAS AREA OF JALGAON SSA],E-TENDER FOR OUTSOURCING OF MAINTENANCE AND PROVISIONING OF LANDLINE- BROADBAND FOR EXTERNAL PLANT OF COPPER NETWORK IN SEMI-URBAN AND RURAL AREAS AREA OF JALGAON SSA] [T-110/Tender/Outsourcing Semi-Urban Rural/JGA/2023,2023_BSNL_143432_1
693,[SUPPLY OF STEEL CASTING],SUPPLY OF STEEL CASTING] [ILP/AD2/ADC031/22-23/TE-2252,2023_ILTD_143439_1
694,[SUPPLY OF STEEL CASTING],SUPPLY OF STEEL CASTING] [ILP/AD2/ADC031/22-23/TE-2244,2023_ILTD_143438_1
695,[Improvement to ],Improvement to ] [EE(M)-IV/CNZ/2022-23/33/14,2023_SDMC_143437_1
696,[Improvement/ Repair of drainage ],Improvement/ Repair of drainage ] [EE(M)-IV/CNZ/2022-23/33/13,2023_SDMC_143436_1
697,[Improvement of CTC Block 4],Improvement of CTC Block 4] [EE(M)-IV/CNZ/2022-23/33/05,2023_SDMC_143424_1
698,"[E-Tender for Laying PLB pipe Duct and Associated works by Open Trench Method , Trenchless Technology, Optical Fibre Cable Pulling Blowing and splicing works etc for REHABILITATION RAIGAD SSA OF Cable]","E-Tender for Laying PLB pipe Duct and Associated works by Open Trench Method , Trenchless Technology, Optical Fibre Cable Pulling Blowing and splicing works etc for REHABILITATION RAIGAD SSA OF Cable] [NIT-23/CNTXW/MBI /Rehab RGD RTG /22-23/ dt 31-1-23",2023_BSNL_143400_1
699,[Repairing Retrofitting work for RCC base floor and wall of basement of Special and Multifunctional Structures lab SMSL building at CSIR SERC Taramani Chennai 600113 ],Repairing Retrofitting work for RCC base floor and wall of basement of Special and Multifunctional Structures lab SMSL building at CSIR SERC Taramani Chennai 600113 ] [50(45)2022-23/CW/SE,2023_CSIR_143406_1
700,[Improvement of CTC Block 9 ],Improvement of CTC Block 9 ] [EE(M)-IV/CNZ/2022-23/33/10,2023_SDMC_143433_1
701,[Repairing Retrofitting work for RCC base floor and wall of basement of Special and Multifunctional Structures lab SMSL building at CSIR SERC Taramani Chennai 600113 ],Repairing Retrofitting work for RCC base floor and wall of basement of Special and Multifunctional Structures lab SMSL building at CSIR SERC Taramani Chennai 600113 ] [50(45)2022-23/CW/SE,2023_CSIR_143406_1
702,"[Improvement of CTC Block 3 in front of Dalao, Ph-1 Gautampuri in Ward No. 180, Badarpur, CNZ.]","Improvement of CTC Block 3 in front of Dalao, Ph-1 Gautampuri in Ward No. 180, Badarpur, CNZ.] [EE(M)-IV/CNZ/2022-23/33/08",2023_SDMC_143430_1
703,[Expression Of Interest For Leasing Out of vacant space at Tezpur BA],Expression Of Interest For Leasing Out of vacant space at Tezpur BA] [ASCO-14/17(11)/1/2021-PLANNING TZP,2023_BSNL_143404_1
704,[Improvement of CTC Block 5],Improvement of CTC Block 5] [ EE(M)-IV/CNZ/2022-23/33/07,2023_SDMC_143428_1
705,"[E-Tender for Laying PLB pipe Duct and Associated works by Open Trench Method Trenchless Technology, Optical Fibre Cable Pulling Blowing and splicing works etc., for REHABILITATION RATANGIRI SSA OF Cable]","E-Tender for Laying PLB pipe Duct and Associated works by Open Trench Method Trenchless Technology, Optical Fibre Cable Pulling Blowing and splicing works etc., for REHABILITATION RATANGIRI SSA OF Cable] [NIT-23/CNTXW/MBI /Rehab RGD RTG /22-23/ dt 31-1-23",2023_BSNL_143400_2
706,[Imp. of PT E-Pocket Sarita vihar W.No. 186/CNZ Madanpur Khadar (West).],Imp. of PT E-Pocket Sarita vihar W.No. 186/CNZ Madanpur Khadar (West).] [EE(M)-IV/CNZ/2022-23/33/03,2023_SDMC_143417_1
707,[Imp. of Urinal opposite],Imp. of Urinal opposite] [ EE(M)-IV/CNZ/2022-23/33/02,2023_SDMC_143411_1
708,"[E-Tender for Laying PLB pipe Duct and Associated works by Open Trench Method , Trenchless Technology, Optical Fibre Cable Pulling Blowing and splicing works etc for REHABILITATION RAIGAD SSA OF Cable]","E-Tender for Laying PLB pipe Duct and Associated works by Open Trench Method , Trenchless Technology, Optical Fibre Cable Pulling Blowing and splicing works etc for REHABILITATION RAIGAD SSA OF Cable] [NIT-23/CNTXW/MBI /Rehab RGD RTG /22-23/ dt 31-1-23",2023_BSNL_143400_1
709,[Distempering and fixing of taps in CTC ],Distempering and fixing of taps in CTC ] [EE(M)-IV/CNZ/2022-23/33/01,2023_SDMC_143349_1
710,[Improvement of CTC Block 4],Improvement of CTC Block 4] [EE(M)-IV/CNZ/2022-23/33/05,2023_SDMC_143424_1
711,"[Supply, Installation, Commissioning and Training of Surface Area Analyzer Instrument (BET)]","Supply, Installation, Commissioning and Training of Surface Area Analyzer Instrument (BET)] [CIMFR/PUR-14(18)2021",2023_CSIR_143398_1
712,"[Repair of Urinal blocks in Meethapur, W.No-182, CNZ.]","Repair of Urinal blocks in Meethapur, W.No-182, CNZ.] [ EE(M)-IV/CNZ/2022-23/33/04",2023_SDMC_143421_1
713,[Operation Management and Maintenance Free User Charge Basis scheme of Community Toilet Complex s in under jurisdiction of Municipal Corporation of Delhi Group No.04/Civil Line Zone ],Operation Management and Maintenance Free User Charge Basis scheme of Community Toilet Complex s in under jurisdiction of Municipal Corporation of Delhi Group No.04/Civil Line Zone ] [EE/DEMS-III/TC/2022-23/NITNO02,2023_MCD_143413_1
714,[SUPPLY OF STEEL CASTING],SUPPLY OF STEEL CASTING] [ILP/AD2/ADC031/22-23/TE-2243,2023_ILTD_143427_1
715,[SUPPLY OF STEEL CASTING],SUPPLY OF STEEL CASTING] [ILP/AD2/ADC031/22-23/TE-2241,2023_ILTD_143408_1
716,[SUPPLY OF STEEL CASTING],SUPPLY OF STEEL CASTING] [ILP/AD2/ADC031/22-23/TE-2242,2023_ILTD_143420_1
717,[Vacuum Distillation Unit ],Vacuum Distillation Unit ] [IIP/PUR/1/22-23/15066/AK/UWRD,2023_CSIR_143397_1
718,[Empanelment of Transport Agency/Contractor for transportation of different Steel Materials Cement GI Pipes Bitumen and other construction materials and OD Consignment from different places within NE Region and India for its Hydro and Thermal PS],Empanelment of Transport Agency/Contractor for transportation of different Steel Materials Cement GI Pipes Bitumen and other construction materials and OD Consignment from different places within NE Region and India for its Hydro and Thermal PS] [EOI No. 02 Dated 30.01.2023,2023_NEEPC_143267_1
719,[GAIL/ND/CnP/CORP/C-498/2022-23],GAIL/ND/CnP/CORP/C-498/2022-23] [GAIL/ND/CnP/CORP/C-498/2022-23,2023_GAIL_143392_1
720,"[Removing of existing granite flooring and replace the same with rough granite stone flooring of Main building porch entrance area at CSIR-NEERI, Nagpur]","Removing of existing granite flooring and replace the same with rough granite stone flooring of Main building porch entrance area at CSIR-NEERI, Nagpur] [50(65)/2022-23/W",2023_CSIR_143399_1
721,[Procurement of Leucocyte Depletion monofilter (with Airvent System) for Thalassemia Deptt in SDN hospital ],Procurement of Leucocyte Depletion monofilter (with Airvent System) for Thalassemia Deptt in SDN hospital ] [SDNH/2022-23/120,2023_EDMC_143383_1
722,[GAIL/ND/CnP/CORP/C-498/2022-23],GAIL/ND/CnP/CORP/C-498/2022-23] [GAIL/ND/CnP/CORP/C-498/2022-23,2023_GAIL_143392_1
723,"[Renovation of AO cabin (Room no. 236) including furniture work at CSIR-NEERI, Nagpur. ]","Renovation of AO cabin (Room no. 236) including furniture work at CSIR-NEERI, Nagpur. ] [50(55)/2022-23/W",2023_CSIR_143395_1
724,[CONVERSION OF MANIKPUR EXISTING CHP SIDING TO SILO LOADING SIDING AT KORBA UNDER SECL PH_III],CONVERSION OF MANIKPUR EXISTING CHP SIDING TO SILO LOADING SIDING AT KORBA UNDER SECL PH_III] [IPRCL/BBS/T/MKP-ROB/2023/126,2023_IPRCL_143388_1
725,[Round the clock assistance in Shift Electrical Operation of complete electrics and supervisory and technical control of TPP],Round the clock assistance in Shift Electrical Operation of complete electrics and supervisory and technical control of TPP] [22-23/C-185/NIT-1238,2023_BPSCL_143394_1
726,"[Revamping, Testing and Commissioning of existing dense phase pneumatic Ash Handling Plant of CPP Boiler.]","Revamping, Testing and Commissioning of existing dense phase pneumatic Ash Handling Plant of CPP Boiler.] [22-23/EOI-003",2023_BPSCL_143389_1
727,"[Providing light fixtures and fans for new aluminium partition and ceiling areas of CCFP, CSIR-NAL, Belur, Bengaluru-560037]","Providing light fixtures and fans for new aluminium partition and ceiling areas of CCFP, CSIR-NAL, Belur, Bengaluru-560037] [ESD-NAL/16/E/2022-23",2023_CSIR_143244_1
728,[Sanitation Maintenance work at CCI Tandur],Sanitation Maintenance work at CCI Tandur] [TCF/PandA/Sani/23-24,2023_CCI_143385_1
729,"[Electrification of extended shelter of engine test facility and extension of the existing shed at CLOCTER lab of Propulsion Division, CSIR-NAL, Belur, Bengaluru 560037]","Electrification of extended shelter of engine test facility and extension of the existing shed at CLOCTER lab of Propulsion Division, CSIR-NAL, Belur, Bengaluru 560037] [ESD-NAL/15/E/2022-23",2023_CSIR_143231_1
730,"[Design, Drawing, Supply, Erection, Testing and Commissioning of 25KV, 50Hz single phase OHE, SSP and SCADA works including modification of existing OHE at Panki Railway Station for UPRVUNL Panki Thermal Power Plant Railway Sidings, District-Kanpur, N]","Design, Drawing, Supply, Erection, Testing and Commissioning of 25KV, 50Hz single phase OHE, SSP and SCADA works including modification of existing OHE at Panki Railway Station for UPRVUNL Panki Thermal Power Plant Railway Sidings, District-Kanpur, N] [RITES PU LKO UNL Panki 9 OHE",2023_RITES_143343_1
731,[ Annual Maintenance Contract of], Annual Maintenance Contract of] [TCF/ELECT/AMC/14/2022-23,2023_CCI_143332_1
732,[Engagement of user fee collection agency on the basis of competitive bidding through for Brahmanapalli fee plaza at km 348.720 for the section from Veggam palle- Dornala T-Junction section NH-565 in the State of Andhra Pradesh],Engagement of user fee collection agency on the basis of competitive bidding through for Brahmanapalli fee plaza at km 348.720 for the section from Veggam palle- Dornala T-Junction section NH-565 in the State of Andhra Pradesh] [NHAI/13013/547/CO/ 22-23/CB/Brahmanapalli FP,2023_NHAI_143379_1
733,[Supervision Consultant (SC) for maintenance works and activities on Chunculuru - Nellore section from km.652.200 to km 741.950 (length 89.75) of NH 67],Supervision Consultant (SC) for maintenance works and activities on Chunculuru - Nellore section from km.652.200 to km 741.950 (length 89.75) of NH 67] [NHAI/ROVJA/ Badvel-Nellore /2023,2023_NHAI_143362_1
734,[Engagement of user fee collection agency on the basis of competitive bidding through for Khuian Malkhana Fee Plaza of Hisar-Dabwali Section of NH-10 with paved shoulder in the state of Haryana on EPC Mode(Package-II)],Engagement of user fee collection agency on the basis of competitive bidding through for Khuian Malkhana Fee Plaza of Hisar-Dabwali Section of NH-10 with paved shoulder in the state of Haryana on EPC Mode(Package-II)] [NHAI/13013/547/CO/ 22-23/CB/Khuian Kalkhana FP,2023_NHAI_143378_1
735,"[Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of Pul Pehladpur, Ward No. 179 (94-S) CNZ]","Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of Pul Pehladpur, Ward No. 179 (94-S) CNZ] [ EE(M)-III/CNZ/2022-23/25-04",2023_SDMC_143370_1
736,[Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of sangam vihar B ward No. 169 (83-S) CNZ],Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of sangam vihar B ward No. 169 (83-S) CNZ] [EE(M)-III/CNZ/2022-23/25-03,2023_SDMC_143368_1
737,[Improvement and maintenance of various public toilets],Improvement and maintenance of various public toilets] [EE(M)-III/CNZ/2022-23/25-01,2023_SDMC_143365_1
738,[Improvement and maintenance of various public toilets],Improvement and maintenance of various public toilets] [EE(M)-III/CNZ/2022-23/25-02,2023_SDMC_143367_1
739,"[Major Repair work in abandoned P.T (5 Seater) near Pillar no. 330 and Tata Motors, Mohan Co-operative, Mathura Road in Pul Pehladpur, W.No. 179]","Major Repair work in abandoned P.T (5 Seater) near Pillar no. 330 and Tata Motors, Mohan Co-operative, Mathura Road in Pul Pehladpur, W.No. 179] [EE(M)-III/CNZ/2022-23/25-05",2023_SDMC_143371_1
740,"[Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of Pul Pehladpur, Ward No. 179 (94-S) CNZ]","Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of Pul Pehladpur, Ward No. 179 (94-S) CNZ] [ EE(M)-III/CNZ/2022-23/25-04",2023_SDMC_143370_1
741,[Carrying out in-house routine tests of environment parameters on regular basis.],Carrying out in-house routine tests of environment parameters on regular basis.] [22-23/C-142/NIT-1229,2023_BPSCL_143235_1
742,"[Selection of consortium partner/partners for Technology Implementation, Operationalization and Maintenance of State-wide NexGen UP112 Project ]","Selection of consortium partner/partners for Technology Implementation, Operationalization and Maintenance of State-wide NexGen UP112 Project ] [TCIL/66/ICT Biz 1/Dial 112/2023/01",2023_TCIL_143369_1
743,[FLUE GAS ANALYZER FOR STACK EMISSION MONITORING-VOLUME],FLUE GAS ANALYZER FOR STACK EMISSION MONITORING-VOLUME] [9-04/PUR/RP/22-23/GAP-382/(06),2023_CSIR_143364_1
744,"[Major Repair work in abandoned P.T (5 Seater) near Pillar no. 330 and Tata Motors, Mohan Co-operative, Mathura Road in Pul Pehladpur, W.No. 179]","Major Repair work in abandoned P.T (5 Seater) near Pillar no. 330 and Tata Motors, Mohan Co-operative, Mathura Road in Pul Pehladpur, W.No. 179] [EE(M)-III/CNZ/2022-23/25-05",2023_SDMC_143371_1
745,[Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of sangam vihar B ward No. 169 (83-S) CNZ],Improvement and maintenance of various public toilets (P.Ts) and CTCs in the jurisdiction of sangam vihar B ward No. 169 (83-S) CNZ] [EE(M)-III/CNZ/2022-23/25-03,2023_SDMC_143368_1
746,[Improvement and maintenance of various public toilets],Improvement and maintenance of various public toilets] [EE(M)-III/CNZ/2022-23/25-02,2023_SDMC_143367_1
747,[Supervision Consultant (SC) for maintenance works and activities on Chunculuru - Nellore section from km.652.200 to km 741.950 (length 89.75) of NH 67],Supervision Consultant (SC) for maintenance works and activities on Chunculuru - Nellore section from km.652.200 to km 741.950 (length 89.75) of NH 67] [NHAI/ROVJA/ Badvel-Nellore /2023,2023_NHAI_143362_1
748,[MODERNIZATION AND UPGRADATION OF FISHING HARBOUR AT VISHAKHAPATNAM PORT SUPPLY INSTALLATION COMMISSIONING AND TESTING OF FLOATING JETTY],MODERNIZATION AND UPGRADATION OF FISHING HARBOUR AT VISHAKHAPATNAM PORT SUPPLY INSTALLATION COMMISSIONING AND TESTING OF FLOATING JETTY] [IENG/CP/EE(FH)/T/75 dtd 30.01.2023,2023_VPT_143372_1
749,[Engagement of user fee collection agency on the basis of competitive bidding through for Khuian Malkhana Fee Plaza of Hisar-Dabwali Section of NH-10 with paved shoulder in the state of Haryana on EPC Mode(Package-II)],Engagement of user fee collection agency on the basis of competitive bidding through for Khuian Malkhana Fee Plaza of Hisar-Dabwali Section of NH-10 with paved shoulder in the state of Haryana on EPC Mode(Package-II)] [NHAI/13013/547/CO/ 22-23/CB/Khuian Kalkhana FP,2023_NHAI_143378_1
750,[Special repair to various bitumen roads inside factory area of O F Badmal. ],Special repair to various bitumen roads inside factory area of O F Badmal. ] [3012/Genl/TE-19/EO(C)/2022-23,2023_MIL_142425_1
751,"[EOI Document For Selection of backend Partner for Supply,Installation, Testing and Commissioning of Renewable Energy based Off-Grid Power System]","EOI Document For Selection of backend Partner for Supply,Installation, Testing and Commissioning of Renewable Energy based Off-Grid Power System] [TCIL/ITBD/2023/N/REOFG",2023_TCIL_143354_1
752,"[EOI Document For Selection of backend Partner for Supply,Installation, Testing and Commissioning of Renewable Energy based On-Grid / Hybrid Power System]","EOI Document For Selection of backend Partner for Supply,Installation, Testing and Commissioning of Renewable Energy based On-Grid / Hybrid Power System] [TCIL/ITBD/2023/N/REONG",2023_TCIL_143345_1
753,[Engagement of user fee collection agency on the basis of CB through etender for Bideibadkudar FP at design Km 439.515 of NH6 (New NH49) for 4 laning of Binjabahal Teliebani Section in the State of Odisha],Engagement of user fee collection agency on the basis of CB through etender for Bideibadkudar FP at design Km 439.515 of NH6 (New NH49) for 4 laning of Binjabahal Teliebani Section in the State of Odisha] [NHAI/13013/547/CO/22-23/ CB/Bideibadkudar FP,2023_NHAI_143363_1
754,[Engagement of user fee collection agency on the basis of CB through etender for Belgada FP at km 53.630 for 2Lane with paved shoulder of Indo Nepal Border Kakrwhwa to Rudhauli town section of NH-233 in the state of Uttar Pradesh],Engagement of user fee collection agency on the basis of CB through etender for Belgada FP at km 53.630 for 2Lane with paved shoulder of Indo Nepal Border Kakrwhwa to Rudhauli town section of NH-233 in the state of Uttar Pradesh] [NHAI/13013/547/CO/22-23/ CB/Belgada FP,2023_NHAI_143360_1
755,[Engagement of user fee collection agency on the basis of competitive bidding through e-tender for Janasanpur Fee Plaza in Keonjhar District at Km 401.800 for the use of four and more lane section of NH-6 in the State of Odisha ],Engagement of user fee collection agency on the basis of competitive bidding through e-tender for Janasanpur Fee Plaza in Keonjhar District at Km 401.800 for the use of four and more lane section of NH-6 in the State of Odisha ] [NHAI/13013/547/CO/ 22-23/CB/Janasanpur FP,2023_NHAI_143358_1
756,[E Tender for OFC Restoration works of GPs of Damoh and Hatta Blocks of Damoh OA under BA Sagar],E Tender for OFC Restoration works of GPs of Damoh and Hatta Blocks of Damoh OA under BA Sagar] [W-1-206/GMBA Sagar/OFC Restoration GPs/Damoh/22-23,2023_BSNL_143356_1
