District,Ad #,FM Numbers,BDI,Short Description,Number of Contracts Awarded,Contract Threshold,Major Work Types,Minor Work Types,Under Utilized Work Groups,Contract Amount/Limit,Advertisement Date,Response Deadline Date/Time (*System Time Zone),Shortlist Selection Date,Final Selection Date,Selection Method,Standard Notes
07,23735, 44051186201,No,US41B/N Tampa St & N Florida Ave fr E Tyler St to Dr MLK Jr,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$3,244,000.00",12/19/2022,01/04/2023 05:00 PM,01/17/2023,02/06/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23736,,No,Geotechnical Services & Materials Testing - continuing,1,Technically Prequalified & Unlimited Audit required," 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," 9.3-Highway Materials Testing 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing 
 10.3-Construction Materials Inspection"," GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",07/25/2022,08/08/2022 05:00 PM,08/22/2022,10/03/2022, Letter of Response and Abbreviated Technical Proposal," Standard Note 8  
 Standard Note 10 "
07,23737, 25835513207,No,Interstate Program Manager Tampa Interstate Study - continui,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design"," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 10.1-Roadway Construction Engineering Inspection 
 11.0-Engineering Contract Admin. and Management 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 10-Construction, Engineering, and Inspection (CEI) 
 GROUP 15-Landscape Architect","$5,000,000.00",01/23/2023,02/06/2023 05:00 PM,02/20/2023,03/20/2023, Letter of Response and Interview, Standard Note 8 
07,23739," 44710726201 
 44710736201 
 44710746201",No,Tampa Westshore Interchange CEI Program Manager,1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 10.1-Roadway Construction Engineering Inspection"," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI 
 10.5.1-Major Bridge CEI - Concrete 
 10.5.2-Major Bridge CEI - Steel 
 10.5.3-Major Bridge CEI - Segmental"," GROUP 5-Bridge Inspection 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 10-Construction, Engineering, and Inspection (CEI)","$88,717,325.00",01/23/2023,02/06/2023 05:00 PM,02/13/2023,02/27/2023, Letter of Response and Interview," Standard Note 8  
 Standard Note 10 "
07,23744, 44220413202,No,Multimodal Roadway Analysis - continuing,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies 
 13.5-Subarea/Corridor Planning"," 2.0-Proj Development & Environmental (PD&E) Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics", GROUP 13-Planning,"$5,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/10/2022,11/07/2022, Letter of Response and Interview, Standard Note 8 
07,23745, 44336836201,No,US98/SR35/SR700 fr Polk CoL/CR54 to US301/SR53/SR39/SR700,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$19,743,203.00",09/13/2022,10/03/2022 05:00 PM,10/10/2022,10/24/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23748," 45104512201 
 45157812201",No,PD&E Support Services - continuing,2,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics 
 15.0-Landscape Architect"," GROUP 13-Planning 
 GROUP 15-Landscape Architect","$5,000,000.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/03/2023, Letter of Response and Interview, Standard Note 8 
07,23749,,No,Development Director Special Projects - continuing,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design"," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.3.1-Complex Bridge Design - Concrete 
 4.3.2-Complex Bridge Design - Steel 
 4.4-Movable Span Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$10,000,000.00",09/26/2022,10/10/2022 05:00 PM,10/24/2022,11/21/2022, Letter of Response and Interview, Standard Note 8 
07,23750, 25716536201,No,US41(SR45) fr SR44 to S of Withlacoochee Trail Bridge,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,494,340.00",01/23/2023,02/06/2023 05:00 PM,02/20/2023,03/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23751," 44378316201 
 44378416201 
 44378426201",No,SR54 fr US19/SR55 to W of Virginia City Dr; SR54 fr Little,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,399,053.00",11/07/2022,11/22/2022 05:00 PM,12/05/2022,12/19/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
Turnpike,23804,,No,Resurface Polk Parkway (SR570) (MP 8 - MP 17) Polk County,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing",,"$1,890,000.00",01/17/2023,01/30/2023 05:00 PM,02/21/2023,04/11/2023, Letter of Response and Oral Presentation, Standard Note 9 
Turnpike,23805, 44806812201,No,PD&E Widen Suncoast Pkwy (SR589) - (MP 13-29),1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.3-Controlled Access Highway Design"," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$4,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/18/2022,12/05/2022, Letter of Response and Oral Presentation, Standard Note 8 
Turnpike,23806, 44971113201,Yes,First Coast Expy Safety Enhancements (Clay&Duval) MP31-45.7,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect",,"$900,000.00",12/05/2022,12/19/2022 05:00 PM,01/13/2023,01/31/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 7 "
Turnpike,23807,,No,GEC - Transportation Development,2,Technically Prequalified & Unlimited Audit required," 8.2-Design, Right of Way, Construction Surveying 
 11.0-Engineering Contract Admin. and Management"," 4.2.3-Major Bridge Design - Segmental 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 6.3.4-Intelligent Trans Systems Software Development 
 8.1-Control Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 13.5-Subarea/Corridor Planning 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 6-Traffic Engineering Studies 
 GROUP 13-Planning 
 GROUP 15-Landscape Architect","$85,000,000.00",09/06/2022,09/20/2022 05:00 PM,10/13/2022,12/20/2022," Letter of Response, Technical Proposal, & Oral Presentation", Standard Note 8 
Turnpike,23809, 44276433201,No,Suncoast II (SR589) -CR 495 to US 19,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.2-Major Bridge Design - Steel 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$10,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/18/2022,12/05/2022, Letter of Response and Oral Presentation, Standard Note 9 
Turnpike,23815, 44089726201,No,CEI Central Polk Parkway,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$15,800,000.00",07/18/2022,08/01/2022 05:00 PM,09/08/2022,09/08/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
Turnpike,23816," 44588516201 
 44933416201 
 44934016201",Yes,BDI -Veterans Impr and Resurf/Safety Imp Veterans Spur MP0-3,2,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying",,"$1,300,000.00",10/17/2022,10/31/2022 05:00 PM,11/17/2022,12/20/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
Turnpike,23817," 44261826201 
 44925336201",No,CEI Svc Systemwide Queue Warning & Repl Crash Cushions SR417,1,Technically Prequalified & Unlimited Audit required," 8.2-Design, Right of Way, Construction Surveying", 10.1-Roadway Construction Engineering Inspection," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,200,000.00",02/06/2023,02/20/2023 05:00 PM,03/21/2023,04/11/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8 "
Turnpike,23818,,No,GEC for Traffic Operations and ITS,1,Technically Prequalified & Unlimited Audit required," 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 11.0-Engineering Contract Admin. and Management",, GROUP 6-Traffic Engineering Studies,"$28,000,000.00",06/20/2022,07/13/2022 05:00 PM,08/02/2022,09/26/2022," Letter of Response, Technical Proposal, & Oral Presentation", Standard Note 8 
Turnpike,23821,,No,CSC Landscape Architecture,2,Technically Prequalified & Unlimited Audit required, 15.0-Landscape Architect," 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.5-Geotechnical Specialty Lab Testing 
 14.0-Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 6-Traffic Engineering Studies 
 GROUP 15-Landscape Architect","$5,000,000.00",01/17/2023,01/30/2023 05:00 PM,02/14/2023,04/11/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
Turnpike,23822,,No,Continuing Services - Survey and Mapping,2,Technically Prequalified & Unlimited Audit required," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying", 8.4-Right of Way Mapping,,"$1,500,000.00",01/09/2023,01/23/2023 05:00 PM,02/07/2023,03/07/2023, Expanded Letter of Response, Standard Note 4 
Central Office,23910,,No,Innovative Contract Support,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 6.3.4-Intelligent Trans Systems Software Development 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 6-Traffic Engineering Studies 
 GROUP 7-Traffic Operations Design 
 GROUP 8-Surveying and Mapping","$40,000,000.00",08/08/2022,09/06/2022 05:00 PM,10/17/2022,10/17/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8 "
Central Office,23913,,No,Geospatial Roadway Alignment Data Support,2,Technically Prequalified & Unlimited Audit required," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping",, GROUP 8-Surveying and Mapping,"$5,000,000.00",10/24/2022,11/17/2022 05:00 PM,12/12/2022,12/20/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8 "
Central Office,23917,,No,Aviation Support,2,Technically Prequalified & Unlimited Audit required, 99.0-Other Professional Services," 2.0-Proj Development & Environmental (PD&E) Studies 
 13.4-Systems Planning 
 13.6-Land Planning/Engineering", GROUP 13-Planning,"$5,000,000.00",11/21/2022,12/07/2022 05:00 PM,12/22/2022,01/30/2023, Letter of Response and Abbreviated Technical Proposal," Standard Note 1  
 Standard Note 8 "
