OBJECTID,CONTROL_SECT_JOB,DISTRICT_NUMBER,COUNTY_NUMBER,HIGHWAY_NUMBER,PROJ_CLASS,TYPE_OF_WORK,LIMITS_FROM,LIMITS_TO,LAYMAN_DESCRIPTION1,LAYMAN_DESCRIPTION2,BEG_MILE_POINT,END_MILE_POINT,PRIORITY_CODE,DIST_LET_DATE,LET_SCH_1,LET_SCH_2,TRUNK_SYS_FLAG,FREIGHT,ENERGY,PROJ_LENGTH,RAIL_COORDINATION,ACTUAL_LET_DATE,CONTROL_SECTION,DISTRICT_NAME,COUNTY_NAME,PT_TOP100,NBR_LET_YEAR,NBR_LET_MONTH,NBR_TOTAL_MONTHS,FC,OFFCS,PT_PHASE,LOC_ERROR,TPP_WORK_PROGRAM,PRJ_TIER,PRJ_UTP,SHAPE_Length
2838,023301047,24,55,US 62,RES,RESTORATION,8.64 MI E OF RM 54 INTERSECTION,NEW MEXICO STATE LINE,REHABILITATE EXISTING ROADWAY,,0,19.013,D,2909,,,Y,,Y,19.013,N,,023301,El Paso,Culberson,0,2029,9,24357,19,233,Construction begins in 5 to 10 years,PARTIAL MATCH FOR THE TO-MEASURE,11PES,NA,1,0.311032972558246
2839,092400105,24,72,VA,BMN,BRIDGE MAINTENANCE,DISTRICTWIDE,.,BRIDGE MAINTENANCE,,,,,2204,2022,,N,,,1,N,2204,092400,El Paso,El Paso,0,2022,4,24268,19,924,Construction underway or begins soon,INVALID LOCATION MEASURE,2201,NA,,0
2840,263502032,4,191,SL 335,CNF,CONVERT NON-FREEWAY TO FREEWAY,0.2 MILES WEST OF FM 1541,0.2 MILES SOUTH OF 34TH AVENUE,CONSTRUCT NEW ROAD,,0.348,9.811,P,3501,,,N,Y,,9.634,N,,263502,Amarillo,Randall,0,2035,1,24421,19,2635,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.1560691943564
2841,091309097,13,241,CR,BR,BRIDGE REPLACEMENT,AT JUANITA CREEK,STR # AA04-13-003__(CR 405),BRIDGE REPLACEMENT,,7.677,7.677,C,2002,2020,LA,N,,,0.071,N,2002,091309,Yoakum,Wharton,0,2020,2,24242,19,913,Construction underway or begins soon,ROUTE NOT FOUND,2006,NA,,0
2842,019804042,10,37,US 175,RER,REHABILITATION OF EXISTING ROAD,"ANDERSON C/L, SE",0.5 MI E OF ANDERSON C/L (CR3509),HIGHWAY IMPROVEMENT,,0.032,0.509,C,2206,2022,,Y,,Y,0.52,N,2206,019804,Tyler,Cherokee,0,2022,6,24270,19,198,Construction underway or begins soon,NO ERROR,04CN,1,,0.00789727760255427
2843,090290036,2,220,CS,SFT,SAFETY IMPROVEMENT PROJECTS,ON CHEEK SPARGER RD FROM SH 26,TO BROWN TRAIL,BICYCLE AND PEDESTRIAN IMPROVEMENTS,,,,C,2011,2021,LA,N,,,0.4,N,2011,090290,Fort Worth,Tarrant,0,2020,11,24251,19,902,Construction underway or begins soon,INVALID LOCATION MEASURE,2107,NA,,0
2845,005408027,23,167,US 84,OV,OVERLAY,BROWN C/L,FM 573,REHABILITATE EXISTING ROADWAY,,0,9.462,C,2501,,,Y,,Y,9.541,N,,005408,Brownwood,Mills,0,2025,1,24301,19,54,Construction begins within 4 years,NO ERROR,2301,NA,1,0.148340670316532
2850,051704063,22,67,SH 16,SC,SEAL COAT,1.69 MI SOUTH OF US 59,SH 339,SEAL COAT,,14.193,16.142,C,2109,2022,,N,,,1.949,N,2109,051704,Laredo,Duval,0,2021,9,24261,19,517,Construction underway or begins soon,NO ERROR,2201,NA,,0.02831848140166
2851,026906059,13,62,US 183,WNF,WIDEN NON-FREEWAY,LAKESIDE DRIVE,NORTH STREET,WIDEN ROAD - ADD LANES,,14.142,15.859,C,2008,2020,,Y,,Y,1.666,N,2008,026906,Yoakum,De Witt,0,2020,8,24248,19,269,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,2011,NA,,0.0251848398048543
2853,036603068,15,95,SH 123,RER,REHABILITATION OF EXISTING ROAD,SH 46,WILSON/GUADALUPE COUNTY LINE,WIDEN ROAD - ADD SHOULDERS,,4.352,14.491,C,1906,2019,LA,N,,,10.139,N,1906,036603,San Antonio,Guadalupe,0,2019,6,24234,19,366,Construction underway or begins soon,NO ERROR,1901,NA,,0.147910968036636
2854,155701043,16,178,FM 43,OV,OVERLAY,4 WAY STOP AT FM 665,W OF CR 49,SURFACING/ROADWAY RESTORATION,,0,4.078,C,2106,2021,,N,,,0,N,2106,155701,Corpus Christi,Nueces,0,2021,6,24258,19,1557,Construction underway or begins soon,NO ERROR,2101,NA,,0.0665547482400571
2855,003502038,7,48,US 83,SP2,SUPER-2 HIGHWAY,RUNNELS COUNTY LINE,11.4 MI S OF RUNNELS COUNTY LINE,HIGHWAY IMPROVEMENT,,1,12.359,D,2510,2026,,Y,,,11.359,N,,003502,San Angelo,Concho,0,2025,10,24310,19,35,Construction begins within 4 years,NO ERROR,2501,NA,,0.166469050016413
2856,048203034,21,24,SH 285,SP2,SUPER-2 HIGHWAY,FM 1329,BUS 281,RECONSTRUCT EXISTING ROADWAY,,15.93,23.959,P,3501,,,N,N,N,8.036,N,,048203,Pharr,Brooks,0,2035,1,24421,19,482,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.127891223336429
2858,091400401,14,227,VA,TCD,TRAFFIC CONTROL DEVICES,VARIOUS LOCATIONS DISTRICTWIDE,.,TRAFFIC SIGNAL IMPROVEMENTS,,24.408,24.411,C,2003,2020,LA,N,,,0.003,N,2003,091400,Austin,Travis,0,2020,3,24243,19,914,Construction underway or begins soon,ROUTE NOT FOUND,2001,NA,,0
2863,091326063,13,45,CR,BR,BRIDGE REPLACEMENT,AT DRAW,STR # AA01-47-002(ZIMMERSCHEIDT RD),BRIDGE REPLACEMENT,,4.578,4.578,C,2002,2020,LA,N,,,0,N,2002,091326,Yoakum,Colorado,0,2020,2,24242,19,913,Construction underway or begins soon,ROUTE NOT FOUND,2006,NA,,0
2864,092406544,24,72,VA,TNR,TRANSPORTATION NON-ROADWAY,5 POINTS TRANSFER CTR ON MONTANA,FAR EAST TRANSFER CTR AT EDGEMERE,CONSTRUCT PEDESTRIAN INFRASTRUCTURE,,,,C,2010,2021,LA,N,,,16.8,N,2010,092406,El Paso,El Paso,0,2020,10,24250,19,924,Construction underway or begins soon,INVALID LOCATION MEASURE,LOCAL,NA,,0
2865,024907071,2,120,US 281,SFT,SAFETY IMPROVEMENT PROJECTS,AT SH 199,.,CONSTRUCT BRIDGE,,36.956,37.2,C,2504,2025,,N,,Y,1,N,,024907,Fort Worth,Jack,0,2025,4,24304,19,249,Construction begins within 4 years,NO ERROR,04CN,1,1,0.00361331715868894
2866,092102376,21,109,CS,WNF,WIDEN NON-FREEWAY,"ON WEST HI-LINE RD., FROM JACKSON RD.",CAGE BLVD.,ROADWAY REHABILITATION/RECONSTRUCTION WITH NO ADDED CAPACITY,,,,C,2409,2025,,N,,,0,N,,092102,Pharr,Hidalgo,0,2024,9,24297,19,921,Construction begins within 4 years,INVALID LOCATION MEASURE,2407,NA,1,0
2867,305003023,12,102,FM 2978,CTM,CORRIDOR TRAFFIC MANAGEMENT,MONTGOMERY C/L,FM 2920,ADVANCED TRAFFIC MANAGEMENT SYSTEM,,1,3.291,C,2209,2023,,N,,,2.291,N,2209,305003,Houston,Harris,0,2022,9,24273,19,3050,Construction underway or begins soon,NO ERROR,2301,NA,1,0.0335605100978071
2868,083304042,9,161,FM 434,WNF,WIDEN NON-FREEWAY,BU 77-L,FM 3400,WIDEN ROAD - ADD LANES,,1.006,2.787,C,2305,2023,,N,,,0,N,,083304,Waco,McLennan,0,2023,5,24281,19,833,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0272493175643642
2869,003907251,21,31,IH 69E,SFT,SAFETY IMPROVEMENT PROJECTS,@ FM 2994,.,TRAFFIC SIGNAL IMPROVEMENTS,,16.004,16.204,C,1812,2019,,N,,,0.2,N,1812,003907,Pharr,Cameron,0,2018,12,24228,19,39,Construction underway or begins soon,NO ERROR,1908,NA,,0.00292957657300543
2870,096401009,10,250,FM 2088,BMN,BRIDGE MAINTENANCE,AT CANEY CREEK RELIEF,3.45 MI E OF FM 2869,BRIDGE MAINTENANCE,,8.008,8.108,,2203,2022,LA,N,,,0.1,N,2203,096401,Tyler,Wood,0,2022,3,24267,19,964,Construction underway or begins soon,NO ERROR,2206,NA,,0.00170426822201039
2871,007902050,23,47,US 67,SC,SEAL COAT,SH 36,ELM STREET,PREVENTIVE MAINTENANCE,,1.002,2.589,C,2011,2021,LA,Y,,Y,0,N,2011,007902,Brownwood,Comanche,0,2020,11,24251,19,79,Construction underway or begins soon,NO ERROR,2101,NA,,0.0269899923595335
2872,294102054,12,102,FM 2920,CTM,CORRIDOR TRAFFIC MANAGEMENT,SH 249,WILLOW ST,ADVANCED TRAFFIC MANAGEMENT SYSTEM,,6.855,8.56,C,2409,,,N,,,1.705,N,,294102,Houston,Harris,0,2024,9,24297,19,2941,Construction begins within 4 years,NO ERROR,2305,3,1,0.0277725881475685
2873,053508085,13,45,IH 10,OV,OVERLAY,0.09 MI EAST OF FM 2434,COLORADO RIVER,SURFACING/ROADWAY RESTORATION,,16.652,19.148,C,2011,2021,LA,Y,Y,Y,3.729,N,2011,053508,Yoakum,Colorado,0,2020,11,24251,19,535,Construction underway or begins soon,NO ERROR,2101,NA,,0.0412123462656978
2874,169001131,1,139,US 82,CNF,CONVERT NON-FREEWAY TO FREEWAY,STILLHOUSE ROAD,PINE MILL ROAD,CONVERT NON-FREEWAY,,4.057,6.52,D,2609,,,Y,N,,0,N,,169001,Paris,Lamar,0,2026,9,24321,19,1690,Construction begins in 5 to 10 years,NO ERROR,LOCAL,NA,1,0.0408063296568052
2875,036602088,15,95,SH 123,IOI,INTERSECTION & OPERATIONAL IMPRV,GUADALUPE/HAYS COUNTY LINE,CORDOVA LN.,HIGHWAY IMPROVEMENT,,0,12.44,P,3401,,,N,,,12.44,N,,036602,San Antonio,Guadalupe,0,2034,1,24409,19,366,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.181786870729479
2876,000913162,1,117,IH 30,PE,PRELIMINARY ENGINEERING,SH 34,HOPKINS COUNTY LINE,WIDEN ROAD - ADD LANES,,13.835,29.747,D,2401,,,Y,,,15.909,N,,000913,Paris,Hunt,0,2024,1,24289,19,9,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,,0.268238003093643
2878,045502028,4,33,SH 152,BR,BRIDGE REPLACEMENT,AT WHITE DEER CREEK,.,BRIDGE REPLACEMENT,,10.456,11.239,C,2107,2021,LA,N,,,0.783,N,2107,045502,Amarillo,Carson,0,2021,7,24259,19,455,Construction underway or begins soon,NO ERROR,2101,NA,,0.0134214816853864
2879,025706027,2,73,SH 6,SP2,"GR, DR, STR, BS, HMAC, PAV MARK",COMANCHE COUNTY LINE,US 67 (DUBLIN RELIEF ROUTE),CONSTRUCT SUPER 2 PASSING LANES,,14.745,20.15,C,1902,2019,,Y,,Y,3.935,N,1902,025706,Fort Worth,Erath,0,2019,2,24230,19,257,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,1901,NA,,0.089729427869681
2881,235302026,18,61,FM 2450,RER,REHABILITATION OF EXISTING ROAD,FM 455,COOKE COUNTY LINE,RECONSTRUCT EXISTING ROADWAY,,0.019,4.881,D,2605,,,N,,,0,N,,235302,Dallas,Denton,0,2026,5,24317,19,2353,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0724082154217863
2883,209401063,21,109,FM 2220,WNF,WIDEN NON-FREEWAY,FM 1925,SH 107,WIDEN ROAD - ADD LANES,,0,2.535,C,2401,2024,,N,N,N,2.5,N,,209401,Pharr,Hidalgo,0,2024,1,24289,19,2094,Construction begins within 4 years,NO ERROR,2401,3,1,0.0369049490773163
2884,091237231,12,170,CS,WNF,WIDEN NON-FREEWAY,"OLD CONROE RD; FROM SL 336 S",FM 1488,WIDEN ROAD - ADD LANES,,,,C,2506,2025,,N,,,5.45,N,,091237,Houston,Montgomery,0,2025,6,24306,19,912,Construction begins within 4 years,INVALID LOCATION MEASURE,2507,NA,1,0
2885,017707113,12,102,IH 69,OV,OVERLAY,0.27 MILES S OF WILL CLAYTON PARKWAY,0.35 MILES SOUTH OF RANKIN ROAD,SURFACING/ROADWAY RESTORATION,,7.069,8.388,C,2011,2021,,N,,,1.319,N,2011,017707,Houston,Harris,0,2020,11,24251,19,177,Construction underway or begins soon,NO ERROR,2101,NA,,0.0195615385177541
2887,109602051,20,146,FM 770,BR,BRIDGE REPLACEMENT,AT LONG ISLAND CREEK,(STR 201460109602014),BRIDGE REPLACEMENT,,19.203,19.316,,2112,2022,LA,N,,,0.112,N,2112,109602,Beaumont,Liberty,0,2021,12,24264,19,1096,Construction underway or begins soon,NO ERROR,2206,NA,,0.00169719552752489
2889,029108023,15,163,SH 16,WNF,WIDEN NON-FREEWAY,BANDERA/MEDINA COUNTY LINE,PR 37,WIDEN ROAD - ADD LANES,,1,3.463,P,3209,,,N,,,2.463,N,,029108,San Antonio,Medina,0,2032,9,24393,19,291,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.0373594331585312
2891,017303042,18,130,SH 34,RER,"GR,STR,PVMT,SIGNS",KINGS CREEK,FM 1388,REHAB EXISTING ROADWAY AND ADD SHOULDERS,,2.535,3.645,C,1904,2019,LA,N,,,1.11,N,1904,017303,Dallas,Kaufman,0,2019,4,24232,19,173,Construction underway or begins soon,PARTIAL MATCH FOR THE FROM-MEASURE,1901,NA,,0.0013681113414317
2892,325603096,12,102,SL 8,TCD,TRAFFIC CONTROL DEVICES,"SL 8 (BW 8), S OF IH 10 E",NORTH OF WOODFOREST BLVD,SURFACING/ROADWAY RESTORATION,,0,0,C,2206,2022,,N,,,0,N,2206,325603,Houston,Harris,0,2022,6,24270,19,3256,Construction underway or begins soon,MEASURE EXTENT OUT OF ROUTE MEASURE RANGE,2211,NA,,0
2893,091500200,15,15,VA,CTM,CORRIDOR TRAFFIC MANAGEMENT,IH 37S: LP 1604S TO LIVE OAK C/L &,IH 10E: LP 1604E TO GONZALES C/L,INSTALL ADVANCED TRAFFIC MANAGEMENT SYSTEM,,,,C,2105,2021,,N,,,0.001,N,2105,091500,San Antonio,Bexar,0,2021,5,24257,19,915,Construction underway or begins soon,INVALID LOCATION MEASURE,2101,NA,,0
2894,263504034,4,188,SL 335,CNF,CONVERT NON-FREEWAY TO FREEWAY,SW 9TH,FM 1719,CONSTRUCT NEW ROAD,,2.042,7.857,D,3101,,,N,Y,,5.815,N,,263504,Amarillo,Potter,0,2031,1,24373,19,2635,Construction begins in 5 to 10 years,NO ERROR,DDA,NA,,0.0929815894383362
2896,020504047,17,145,US 79,WNF,WIDEN NON-FREEWAY,0.3 MILES EAST OF IH 45,1.2 MILES WEST OF FM 1512,WIDEN ROAD - ADD LANES,,1.203,9.32,D,2612,,,Y,,,8.1,N,,020504,Bryan,Leon,0,2026,12,24324,19,205,Construction begins in 5 to 10 years,NO ERROR,04CN,1,1,0.123778639733712
2897,092400114,24,72,VA,TCD,TRAFFIC CONTROL DEVICES,DISTRICTWIDE,.,PREVENTIVE MAINTENANCE,,,,C,2402,2024,,N,,,1,N,,092400,El Paso,El Paso,0,2024,2,24290,19,924,Construction begins within 4 years,INVALID LOCATION MEASURE,2401,NA,1,0
2900,091104088,11,187,CR,BR,BRIDGE REPLACEMENT,COUNTY LINE ROAD AT KIMBALL CREEK,.,BRIDGE REPLACEMENT,,0.215,0.215,C,2107,2021,LA,N,,,0,N,2107,091104,Lufkin,Polk,0,2021,7,24259,19,911,Construction underway or begins soon,ROUTE NOT FOUND,2106,NA,,0
2902,004713033,1,92,US 75,WF,WIDEN FREEWAY,COLLIN COUNTY LINE (MPO BOUNDARY),FM 902,WIDEN ROAD - ADD LANES,,22.36,31.784,C,2508,,,Y,Y,,9.521,N,,004713,Paris,Grayson,0,2025,8,24308,19,47,Construction begins within 4 years,NO ERROR,LOCAL,1,1,0.139968971784124
2903,027501185,4,188,IH 40,BR,REPLACE EXISTING BRIDGE,AT FM 1258,.,REPLACE EXISTING BRIDGE AND APPROACHES EB LANES,,25.581,26.269,C,1801,2018,LA,N,Y,,0.688,N,1801,027501,Amarillo,Potter,0,2018,1,24217,19,275,Construction underway or begins soon,NO ERROR,1801,NA,,0.012143699891176
2904,129007001,1,117,SH 276,NNF,NEW LOCATION NON-FREEWAY,0.042 MILES EAST OF FM 36,SH 34,CONSTRUCT NEW ROAD,,0,2.518,C,2010,2021,,N,N,N,3.177,N,2010,129007,Paris,Hunt,0,2020,10,24250,19,1290,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,02MU,3,,0.0341138498019792
2905,133001068,2,220,FM 1187,WNF,WIDEN NON-FREEWAY,CHISHOLM_TRAIL PARKWAY,BF 1187C,WIDEN ROAD - ADD LANES,,7.396,10.472,D,2609,,,N,,,2.988,N,,133001,Fort Worth,Tarrant,0,2026,9,24321,19,1330,Construction begins in 5 to 10 years,PARTIAL MATCH FOR THE TO-MEASURE,DDA,NA,1,0.0524034411632071
2906,030501035,20,176,SH 87,OV,OVERLAY,"0.05 MI NORTH OF CR 4012, SOUTH",0.05 MI NORTH OF CR 3038,SURFACING/ROADWAY RESTORATION,,5.907,7.562,C,2102,2021,LA,N,,,1.655,N,2102,030501,Beaumont,Newton,0,2021,2,24254,19,305,Construction underway or begins soon,NO ERROR,2111,NA,,0.0245992915828914
2909,024804079,19,230,US 271,WNF,WIDEN NON-FREEWAY,CAMP C/L,1.5 MI N OF SH 155,HIGHWAY IMPROVEMENT,,1,11.1,D,3301,,,N,,Y,10.1,N,,024804,Atlanta,Upshur,0,2033,1,24397,19,248,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.147096043903194
2910,011313169,14,227,SL 360,INC,INTERCHANGE (NEW OR RECONSTRUCTED),AT LAKEWOOD DRIVE,.,CONSTRUCT BRIDGE,,13.555,14.497,D,2705,,,N,N,N,0.942,N,,011313,Austin,Travis,1,2027,5,24329,19,113,Construction begins in 5 to 10 years,NO ERROR,2701,1,1,0.0144429206727415
2913,053502047,15,95,IH 10,WF,WIDEN FREEWAY,SH 130,SH 80,WIDEN ROAD - ADD LANES,,19.994,33.834,P,3309,,,Y,,,13.84,N,,053502,San Antonio,Guadalupe,0,2033,9,24405,19,535,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.228212615935226
2914,329002009,10,93,SL 485,WNF,WIDEN NON-FREEWAY,"US 80 IN E GLADEWATER, NORTHERLY",US 271 IN NORTH GLADEWATER,HIGHWAY IMPROVEMENT,,6.131,7.107,C,2604,,,N,,Y,1.013,N,,329002,Tyler,Gregg,0,2026,4,24316,19,3290,Construction begins within 4 years,NO ERROR,1904U,2,1,0.0149268466329051
2915,090200167,2,220,VA,TCD,TRAFFIC CONTROL DEVICES,VARIOUS LOCATIONS,DISTRICTWIDE FY 20,INSTALL TRAFFIC SIGNAL,,,,C,2002,2020,LA,N,,,0.1,N,2002,090200,Fort Worth,Tarrant,0,2020,2,24242,19,902,Construction underway or begins soon,INVALID LOCATION MEASURE,2001,NA,,0
2916,003710037,22,240,US 83,RER,REHABILITATION OF EXISTING ROAD,3.442 MILES SOUTH OF SH 44,IH35/US83 INTERSECTION WEST FRTG RD,REHABILITATE EXISTING ROADWAY,,16.483,32.706,C,1908,2019,LA,Y,,Y,0,N,1908,003710,Laredo,Webb,0,2019,8,24236,19,37,Construction underway or begins soon,NO ERROR,11PES,NA,,0.239821435349192
2917,016007033,22,233,US 277,SC,SEAL COAT,2.66 MI S OF RE 2,US 90,SEAL COAT,,42.186,51.489,C,2009,2021,LA,Y,,Y,9.302,N,2009,016007,Laredo,Val Verde,0,2020,9,24249,19,160,Construction underway or begins soon,NO ERROR,2101,NA,,0.137257772777116
2918,004604062,19,19,US 82,WNF,WIDEN NON-FREEWAY,FM 1840,SH 98,WIDEN ROAD - ADD LANES AND SHOULDERS,,1.481,9.848,C,2411,,,Y,Y,N,8.65,N,,004604,Atlanta,Bowie,0,2024,11,24299,19,46,Construction begins within 4 years,NO ERROR,2501,1,1,0.143191998005317
2919,047301021,14,11,SH 21,OV,OVERLAY,0.882 MI E OF US 290,LEE COUNTY LINE,PREVENTIVE MAINTENANCE,,0,3.493,C,2108,2021,,Y,,,3.52,N,2108,047301,Austin,Bastrop,0,2021,8,24260,19,473,Construction underway or begins soon,NO ERROR,2101,NA,,0.0576987025938038
2921,013507043,1,117,SS 302,OV,OVERLAY,US 69,SH 34,PREVENTIVE MAINTENANCE,,9.032,0.051,C,2204,2022,LA,Y,Y,,2.53,N,2204,013507,Paris,Hunt,0,2022,4,24268,19,135,Construction underway or begins soon,PARTIAL MATCH FOR THE TO-MEASURE,2201,NA,,0.0653450434164298
2922,091272381,12,102,CS,WNF,WIDEN NON-FREEWAY,"FONDREN RD; BRAESWOOD BLVD S",AIRPORT BLVD W,WIDEN ROAD - ADD LANES,,4.928,7.098,C,2404,2024,,N,,,2.17,N,,091272,Houston,Harris,0,2024,4,24292,19,912,Construction begins within 4 years,ROUTE NOT FOUND,2407,NA,1,0
2923,258802008,18,199,FM 548,WNF,WIDEN NON-FREEWAY,S OF SH 205 (KAUFMAN C/L),SH 205,CONSTRUCT NEW ROADWAY LANES,,10.005,10.532,D,2903,,,N,,,0.677,N,,258802,Dallas,Rockwall,0,2029,3,24351,19,2588,Construction begins in 5 to 10 years,NO ERROR,02MU,3,1,0.00847361067491835
2924,018010082,16,205,SH 361,INC,INTERCHANGE (NEW OR RECONSTRUCTED),AT SH35 INTERCHANGE,.15 MI SE ON SH 361,CONSTRUCT DIRECT CONNECTORS,,0,0.155,C,2510,,,N,Y,,0.145,N,,018010,Corpus Christi,San Patricio,0,2025,10,24310,19,180,Construction begins within 4 years,NO ERROR,2601,1,1,0.00248264227135675
2926,055807017,7,88,RM 33,SFT,SAFETY IMPROVEMENT PROJECTS,SH 158,REAGAN CO LINE,HAZARD ELIMINATION & SAFETY,,16.488,31.246,C,2504,,,N,,Y,14.758,N,,055807,San Angelo,Glasscock,0,2025,4,24304,19,558,Construction begins within 4 years,PARTIAL MATCH FOR THE FROM-MEASURE,2208,NA,,0.214504917351146
2927,018005065,16,4,BS 35-L,IOI,INTERSECTION & OPERATIONAL IMPRV,.88 MI N. OF SH 188,SH 188,INTERSECTION IMPROVEMENTS WITH RIGHT AND/OR LEFT TURN LANES,,5.091,5.936,C,2205,2022,,N,,,0.845,N,2205,018005,Corpus Christi,Aransas,0,2022,5,24269,19,180,Construction underway or begins soon,NO ERROR,2201,NA,,0.0127776357252367
2928,092211041,22,233,PW,TPW,TEXAS PARK AND WILDLIFE,AT DEVIL'S RIVER STATE NATURAL AREA,.,STATE PARK IMPROVEMENTS,,,,C,1907,2019,,N,,,3.596,N,1907,092211,Laredo,Val Verde,0,2019,7,24235,19,922,Construction underway or begins soon,INVALID LOCATION MEASURE,1910PR,NA,,0
2929,017602118,11,3,US 59,CNF,CONVERT NON-FREEWAY TO FREEWAY,FM 2021,0.34 MILE NORTH OF SL 287,HIGHWAY IMPROVEMENT,,3.159,5.628,C,2206,2022,LA,Y,Y,Y,2.45,N,2206,017602,Lufkin,Angelina,0,2022,6,24270,19,176,Construction underway or begins soon,NO ERROR,04CN,1,,0.0362521485058698
2933,027107315,12,102,IH 10,BR,BRIDGE REPLACEMENT,AT N SHEPHERD DR,.,BRIDGE REPLACEMENT,,25.03,25.13,C,2509,2026,,N,,,0.1,N,,027107,Houston,Harris,1,2025,9,24309,19,271,Construction begins within 4 years,NO ERROR,2606,NA,1,0.00166326424177396
2934,002802092,12,102,US 90,CTM,INSTALL ITS EQUIPMENT & INFRASTRUC,IH 610 E,BW 8,"INSTALL ITS EQUIPMENT & INFRSTRUCTURE (FIBER TRUNK LINE, CLO","SED-CIRCUIT CAMERAS, DYNAMIC SIGN, RADAR SENSORS, TIME READE",2.702,9.175,C,1804,2018,LA,N,,,6.473,N,1804,002802,Houston,Harris,0,2018,4,24220,19,28,Construction underway or begins soon,NO ERROR,1805,NA,,0.102681027992643
2937,197301015,18,43,FM 1461,WNF,WIDEN NON-FREEWAY,SH 289,WEST OF COUNTY ROAD 166,CONSTRUCT NEW ROADWAY LANES,,0,0,P,4508,,,N,N,N,6.018,N,,197301,Dallas,Collin,0,2045,8,24548,19,1973,"Corridor Studies, construction in 10+ years",MEASURE EXTENT OUT OF ROUTE MEASURE RANGE,2307,NA,,0
2938,212101097,24,72,IH 10,RER,REHABILITATION OF EXISTING ROAD,FM 1905 (ANTONIO STREET),STATE SPUR 37 (WESTWAY BLVD),SURFACING/ROADWAY RESTORATION,,0,2.952,P,3209,,,N,,,0,N,,212101,El Paso,El Paso,0,2032,9,24393,19,2121,"Corridor Studies, construction in 10+ years",NO ERROR,PLAN,NA,,0.0428414813871341
2939,036401156,2,220,SH 121,INC,INTERCHANGE (NEW OR RECONSTRUCTED),SH 114,HALL JOHNSON ROAD,RECONSTRUCT EXISTING ROADWAY,,8.908,11.344,P,3501,,,N,,,2.436,N,,036401,Fort Worth,Tarrant,0,2035,1,24421,19,364,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0377505666407668
2940,025703033,23,68,SH 6,SP2,SUPER-2 HIGHWAY,IH 20,SL 389,HIGHWAY IMPROVEMENT,,22.842,30.886,C,2201,2022,,Y,N,Y,8.043,N,2201,025703,Brownwood,Eastland,0,2022,1,24265,19,257,Construction underway or begins soon,NO ERROR,2201,2,,0.118099321210158
2941,033803089,12,170,SH 105,SFT,SAFETY IMPROVEMENT PROJECTS,FM 2854,IH 45,HIGHWAY IMPROVEMENT,,8.522,21.898,C,2107,2021,LA,Y,,,13.375,N,2107,033803,Houston,Montgomery,0,2021,7,24259,19,338,Construction underway or begins soon,NO ERROR,2108,NA,,0.219752887961058
2944,180202014,21,109,FM 3461,WNF,WIDEN NON-FREEWAY,FM 2061,IH-69C,WIDEN ROAD - ADD LANES,,0,1.806,D,3501,,,N,Y,N,0,N,,180202,Pharr,Hidalgo,0,2035,1,24421,19,1802,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0289862682547
2945,059802120,12,20,SH 288,CTM,CORRIDOR TRAFFIC MANAGEMENT,SH 6,FM 1462,ADVANCED TRAFFIC MANAGEMENT SYSTEM,,8.288,17.675,C,2510,2026,,Y,,,0,N,,059802,Houston,Brazoria,0,2025,10,24310,19,598,Construction begins within 4 years,NO ERROR,2601,1,1,0.138141477633961
2947,013906021,6,195,US 285,SP2,SUPER-2 HIGHWAY,2.0 MI SOUTH OF CR 113,PECOS COUNTY LINE,WIDEN ROAD - ADD LANES,,65.271,78.072,C,2107,2021,,N,N,Y,13.932,N,2107,013906,Odessa,Reeves,0,2021,7,24259,19,139,Construction underway or begins soon,NO ERROR,04CN,1,,0.196251103633417
2948,011313167,14,227,SL 360,INC,INTERCHANGE (NEW OR RECONSTRUCTED),AT SPICEWOOD SPRINGS ROAD,.,CONSTRUCT BRIDGE,,12.164,12.97,D,2705,,,N,N,N,0.806,N,,011313,Austin,Travis,1,2027,5,24329,19,113,Construction begins in 5 to 10 years,NO ERROR,2701,1,1,0.0129645014372716
2951,011801021,11,114,SH 21,OV,OVERLAY,CROCKETT TOWN SQUARE,SL 304,HIGHWAY IMPROVEMENT,,2.058,1.494,C,2604,2026,,N,,,1.368,N,,011801,Lufkin,Houston,0,2026,4,24316,19,118,Construction begins within 4 years,NO ERROR,2601,NA,1,0.00927260103924724
