doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,country_alpha,country_mfn,currency_code,converted_amount_usd
525068-2021,Active,,France,Le Mans,Repair and maintenance services of rolling stock,France-Le Mans: Repair and maintenance services of rolling stock,525068-2021,15/10/2021,201,LE MANS,le Mans Métropole - communauté Urbaine (24720013200014),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,50222000 - Repair and maintenance services of rolling stock,FRG04,http://www.lemans.fr,Public procurement Directive 2014/24/EU,nan,41792-2021,27/01/2021,04/03/2021,3 - Contract notice,Le Mans Métropole — communauté urbaine (24720013200014),525068-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525062-2021,Active,,France,Bondues,Planting and maintenance services of green areas,France-Bondues: Planting and maintenance services of green areas,525062-2021,15/10/2021,201,BONDUES,commune de bondues,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,77310000 - Planting and maintenance services of green areas,FRE11,https://www.ville-bondues.fr,Public procurement Directive 2014/24/EU,nan,264172-2021,26/05/2021,22/06/2021,3 - Contract notice,Commune de Bondues,525062-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525061-2021,Active,,France,Gragnague,Architectural services for buildings,France-Gragnague: Architectural services for buildings,525061-2021,15/10/2021,201,GRAGNAGUE,commune de Gragnague (21310228800015),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71221000 - Architectural services for buildings,FRJ23,http://www.ladepeche-marchespublics.fr,Public procurement Directive 2014/24/EU,nan,113248-2021,05/03/2021,25/03/2021,D - Design contest,Commune de Gragnague (21310228800015),525061-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525059-2021,Active,,France,Paris,"Feasibility study, advisory service, analysis","France-Paris: Feasibility study, advisory service, analysis",525059-2021,15/10/2021,201,PARIS,centre Pompidou,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"71241000 - Feasibility study, advisory service, analysis",FR101,http://www.centrepompidou.fr/marche,Public procurement Directive 2014/24/EU,nan,261703-2021,25/05/2021,22/06/2021,3 - Contract notice,Centre Pompidou,525059-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525051-2021,Active,,France,Matoury,"Architectural, construction, engineering and inspection services","France-Matoury: Architectural, construction, engineering and inspection services",525051-2021,15/10/2021,201,MATOURY,etab. Public d'aménagement en Guyane (542 021 829 00784),FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"71000000 - Architectural, construction, engineering and inspection services",FRY30,https://www.epfag.fr,Public procurement Directive 2014/24/EU,nan,306610-2021,18/06/2021,16/07/2021,3 - Contract notice,Étab. public d'aménagement en Guyane,525051-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525040-2021,Active,,France,Mortagne-au-Perche,Non-hazardous refuse and waste treatment and disposal services,France-Mortagne-au-Perche: Non-hazardous refuse and waste treatment and disposal services,525040-2021,15/10/2021,201,MORTAGNE-AU-PERCHE,sirtom du Perche Ornais (25610215300010),FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"90513000 - Non-hazardous refuse and waste treatment and disposal services90520000 - Radioactive-, toxic-, medical- and hazardous waste services",FR,https://smirtompercheornais.fr,Public procurement Directive 2014/24/EU,nan,323654-2021,28/06/2021,25/08/2021,3 - Contract notice,Sirtom du Perche Ornais (25610215300010),525040-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525026-2021,Active,,France,Paris,Engineering-related scientific and technical services,France-Paris: Engineering-related scientific and technical services,525026-2021,15/10/2021,201,PARIS,ICF Nord Est S.A. HLM (30474783500011),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71351810 - Topographical services71350000 - Engineering-related scientific and technical services,FR,http://www.icfhabitat.fr,Public procurement Directive 2014/24/EU,nan,247540-2021,17/05/2021,18/06/2021,3 - Contract notice,ICF Nord-Est SA HLM (30474783500011),525026-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525018-2021,Active,,France,Nice,Washing and dry-cleaning services,France-Nice: Washing and dry-cleaning services,525018-2021,15/10/2021,201,NICE,metropole nice cote d azur (775 733 835 013),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,98310000 - Washing and dry-cleaning services,FRL03,http://www.e-marches06.fr,Public procurement Directive 2014/24/EU,nan,284987-2021,07/06/2021,09/07/2021,3 - Contract notice,Métropole Nice Côte-d'Azur,525018-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525016-2021,Active,,France,Compiègne,"Feasibility study, advisory service, analysis","France-Compiègne: Feasibility study, advisory service, analysis",525016-2021,15/10/2021,201,COMPIÈGNE,agglomération Région de Compiègne,FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"71241000 - Feasibility study, advisory service, analysis79311000 - Survey services",FRE22,https://marches-agglo-compiegne.safetender.com,Public procurement Directive 2014/24/EU,nan,281101-2021,04/06/2021,06/07/2021,3 - Contract notice,Agglomération Région de Compiègne,525016-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525012-2021,Active,,France,Annecy,Snow-clearing services,France-Annecy: Snow-clearing services,525012-2021,15/10/2021,201,ANNECY,département de la Haute-Savoie (22740001700074),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,90620000 - Snow-clearing services,FRK28,http://www.hautesavoie.fr,Public procurement Directive 2014/24/EU,nan,314746-2021,22/06/2021,19/07/2021,3 - Contract notice,Département de la Haute-Savoie (22740001700074),525012-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525011-2021,Active,,France,Toulouse,Engineering studies,France-Toulouse: Engineering studies,525011-2021,15/10/2021,201,TOULOUSE,toulouse metropole (24310051800170),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71335000 - Engineering studies,FRJ23,https://www.toulouse-metropole.fr/,Public procurement Directive 2014/24/EU,nan,306649-2021,18/06/2021,15/07/2021,3 - Contract notice,Toulouse Métropole (24310051800170),525011-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525010-2021,Active,,France,Paris,Maintenance of information technology software,France-Paris: Maintenance of information technology software,525010-2021,15/10/2021,201,PARIS,ministère de l'agriculture,FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"72267000 - Software maintenance and repair services72267100 - Maintenance of information technology software72000000 - IT services: consulting, software development, Internet and support",FRFR1FR10FR101,https://agriculture.gouv.fr/,Public procurement Directive 2014/24/EU,nan,333149-2021,02/07/2021,06/08/2021,3 - Contract notice,Ministère de l'agriculture,525010-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525009-2021,Active,,France,La Rochelle,Miscellaneous repair and maintenance services,France-La Rochelle: Miscellaneous repair and maintenance services,525009-2021,15/10/2021,201,LA ROCHELLE,cons. Départ. De la Charente-Maritime,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,50800000 - Miscellaneous repair and maintenance services,FRI32,http://www.charente-maritime.fr,Public procurement Directive 2014/24/EU,nan,320149-2021,25/06/2021,30/07/2021,3 - Contract notice,Conseil départemental de la Charente-Maritime,525009-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
525008-2021,Active,,France,Paris,Printing services,France-Paris: Printing services,525008-2021,15/10/2021,201,PARIS,FONDATION NATIONALE DES SCIENCES POLITIQUES (FNSP) (78430824900019),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,79810000 - Printing services,FR,http://www.sciencespo.fr,Public procurement Directive 2014/24/EU,nan,175917-2021,09/04/2021,06/05/2021,3 - Contract notice,Fondation nationale des sciences politiques (FNSP) (78430824900019),525008-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524999-2021,Active,,France,Décines-Charpieu,Preventive maintenance services,France-Décines-Charpieu: Preventive maintenance services,524999-2021,15/10/2021,201,DÉCINES-CHARPIEU,etablissement Français du Sang,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,42512000 - Air-conditioning installations50324200 - Preventive maintenance services39715200 - Heating equipment,FRK13FRK23FRK25,http://www.dondusang.net,Public procurement Directive 2014/24/EU,nan,160178-2021,31/03/2021,20/05/2021,3 - Contract notice,Établissement français du sang,239442-2021,12/05/2021,20/05/2021,2 - Additional information,Établissement français du sang,524999-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524994-2021,Active,,France,Salon-de-Provence,Catering services,France-Salon-de-Provence: Catering services,524994-2021,15/10/2021,201,SALON-DE-PROVENCE,MAIRIE DE SALON DE PROVENCE,FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,4 - European Union,9 - Not applicable,2 - The most economic tender,55520000 - Catering services,FRL04,http://www.salondeprovence.fr,Public procurement Directive 2014/24/EU,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524985-2021,Active,,France,Blois,Subscription services,France-Blois: Subscription services,524985-2021,15/10/2021,201,BLOIS,GCS ACHATS DU CENTRE (13001627200010),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,79980000 - Subscription services,FRB05,http://www.gcs-achats-du-centre.fr,Public procurement Directive 2014/24/EU,nan,374589-2021,23/07/2021,03/09/2021,3 - Contract notice,GCS Achats du Centre (13001627200010),524985-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524983-2021,Active,,France,Boulogne-Billancourt,Event services,France-Boulogne-Billancourt: Event services,524983-2021,15/10/2021,201,BOULOGNE-BILLANCOURT,SPL VAL DE SEINE AMENAGEMENT (44992071900027),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,79952000 - Event services,FR105,http://www.ileseguin-rivesdeseine.fr/fr,Public procurement Directive 2014/24/EU,nan,131165-2021,16/03/2021,12/04/2021,3 - Contract notice,SPL Val de Seine Aménagement (44992071900027),524983-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524978-2021,Active,,France,Clamart,Repair and maintenance services of playground equipment,France-Clamart: Repair and maintenance services of playground equipment,524978-2021,15/10/2021,201,CLAMART,ville de Clamart (65055732200134),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,50870000 - Repair and maintenance services of playground equipment37535200 - Playground equipment,FR105,http://ville-clamart.e-marchespublics.com,Public procurement Directive 2014/24/EU,nan,229937-2021,07/05/2021,04/06/2021,3 - Contract notice,Ville de Clamart,524978-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524972-2021,Active,,France,Metz,System and support services,France-Metz: System and support services,524972-2021,15/10/2021,201,METZ,region grand est,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,72250000 - System and support services,FRF,http://www.grandest.fr,Public procurement Directive 2014/24/EU,nan,342949-2021,07/07/2021,02/09/2021,3 - Contract notice,Région Grand Est,524972-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524970-2021,Active,,France,Vincennes,Data-processing services,France-Vincennes: Data-processing services,524970-2021,15/10/2021,201,VINCENNES,office francais de la biodiversite (13002591900015),FR,FR,N - National or federal Agency/Office,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,72314000 - Data collection and collation services72310000 - Data-processing services,FRH02,https://ofb.gouv.fr/,Public procurement Directive 2014/24/EU,nan,111923-2021,05/03/2021,06/04/2021,3 - Contract notice,Office français de la Biodiversité (13002591900015),524970-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524955-2021,Active,,France,Paris,Caravan-site services,France-Paris: Caravan-site services,524955-2021,15/10/2021,201,PARIS,ville de Paris,FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,2 - The most economic tender,55221000 - Caravan-site services,FR101,http://www.paris.fr,Public procurement Directive 2014/24/EU,nan,1036-2021,04/01/2021,09/02/2021,3 - Contract notice,Ville de Paris,50836-2021,01/02/2021,09/02/2021,2 - Additional information,Ville de Paris,524955-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
