doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,latitude,longitude,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,description,postal_code,email,amount,currency,og_notice_no,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,document_id_5,publication_date_5,deadline_5,country_alpha,country_mfn,currency_code,converted_amount_usd
501194-2021,Active,,United Kingdom,Saint Asaph,Mobile telephones,United Kingdom-Saint Asaph: Mobile telephones,501194-2021,04/10/2021,192,SAINT ASAPH,NHS Wales Shared Services Partnership,EN,UK,3 - Regional or local authority,-,29/09/2021,2 - Supplies,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,32252100 - Hands-free mobile telephones32250000 - Mobile telephones32260000 - Data-transmission equipment,UKL11UKL12UKL13UKL23,http://www.procurement.wales.nhs.uk,Public procurement Directive 2014/24/EU,nan,53.2575614,-3.4438607,463666-2019,03/10/2019,05/11/2019,3 - Contract notice,NHS Wales Shared Services Partnership,501194-2021,04/10/2021,nan,nan,nan,nan,nan,nan,"BCUHB currently utilises the mobile voice and data services of EE. To date there are circa 3800 connections supporting a number of devices, typically based on Sony Xperia L3 and MobiWire Dakota handsets.Mobile Device Management is delivered by on premise Blackberry Unified Endpoint Management solution.The aim of this procurement is to source a strategic partner that will provide an extensive range of mobile voice and data services, including devices and management information applications.The NHS is facing challenging financial targets and is working with key providers to reduce costs and to provide cashable efficiency savings during the life of its contracts to mitigate price increases.",LL17 0JL,ian.r.jones@wales.nhs.uk,808800,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501193-2021,Active,,United Kingdom,Plymouth,Scanning electron microscopes,United Kingdom-Plymouth: Scanning electron microscopes,501193-2021,04/10/2021,192,PLYMOUTH,University of Plymouth (1128013),EN,UK,6 - Body governed by public law,-,29/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,38511100 - Scanning electron microscopes,UKK41,https://www.plymouth.ac.uk/about-us/university-structure/service-areas/procurement,Public procurement Directive 2014/24/EU,nan,50.3712659,-4.1425658,265546-2021,26/05/2021,21/06/2021,3 - Contract notice,University of Plymouth (1128013),501193-2021,04/10/2021,nan,nan,nan,nan,nan,nan,"Plymouth Materials Characterisation Network (PMCN) is a ~£1.7M project based within Plymouth Electron Microscopy Centre (PEMC) at the University of Plymouth, funded by the European Regional Development Fund (ERDF). The project started in March 2021 and will be running for 2.5 years. This project follows on from the hugely successful Plymouth Materials Characterisation Project (~£1.7M) and Plymouth Electron Microscopy Centre (~£1M) projects, also supported by ERDF in 2011 and 2017 respectively, which have brought more than £500M of investment and revenue into Devon and the surrounding areas alone.This new facility will incorporate three new instruments purchased using funds associated with our ERDF-funded project, Plymouth Materials Characterisation Network.",PL4 8AA,laura.schofield@plymouth.ac.uk,604993.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501190-2021,Active,,United Kingdom,Redbridge,Building installation work,United Kingdom-Redbridge: Building installation work,501190-2021,04/10/2021,192,REDBRIDGE,London Borough of Redbridge,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKI53,https://www.redbridge.gov.uk/,Public procurement Directive 2014/24/EU,nan,51.5763203,0.0454097,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501189-2021,Active,,United Kingdom,Plymouth,Building installation work,United Kingdom-Plymouth: Building installation work,501189-2021,04/10/2021,192,PLYMOUTH,Plymouth City Council,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKK41,www.plymouth.gov.uk,Public procurement Directive 2014/24/EU,nan,50.3712659,-4.1425658,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,"Dynamic Purchasing System (DPS) for the provision of Adaptations, Repair, Maintenance and Improvement(ARMI) for Contracting Authorities and grant applicants.",PL1 3BJ,malisa.collyer@plymouth.gov.uk,48441.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501188-2021,Active,,United Kingdom,Plymouth,Building installation work,United Kingdom-Plymouth: Building installation work,501188-2021,04/10/2021,192,PLYMOUTH,Plymouth City Council,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKK41,www.plymouth.gov.uk,Public procurement Directive 2014/24/EU,nan,50.3712659,-4.1425658,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,"Dynamic Purchasing System (DPS) for the provision of Adaptations, Repair, Maintenance and Improvement(ARMI) for Contracting Authorities and grant applicants.",PL1 3BJ,malisa.collyer@plymouth.gov.uk,48441.00,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501187-2021,Active,,United Kingdom,Brislington,Construction work,United Kingdom-Brislington: Construction work,501187-2021,04/10/2021,192,BRISLINGTON,Bristol City Council,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45000000 - Construction work,UK,https://www.bristol.gov.uk/,Public procurement Directive 2014/24/EU,nan,51.433103,-2.5525781,63915-2019,11/02/2019,03/12/2019,Y - Dynamic purchasing system,Bristol City Council,293016-2019,25/06/2019,nan,nan,nan,nan,nan,nan,Supply & Installation of UPVC Windows and Associated Works to Domestic Properties - DPS,BS4 3NZ,jo.evans@bristol.gov.uk,212011.09,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501186-2021,Active,,United Kingdom,Bromley,Building installation work,United Kingdom-Bromley: Building installation work,501186-2021,04/10/2021,192,BROMLEY,London Borough of Bromley,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKI61,www.bromley.gov.uk,Public procurement Directive 2014/24/EU,nan,51.4028046,0.0148142,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501185-2021,Active,,United Kingdom,Newham,Building installation work,United Kingdom-Newham: Building installation work,501185-2021,04/10/2021,192,NEWHAM,London Borough of Newham,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKI61,www.newham.gov.uk,Public procurement Directive 2014/24/EU,nan,51.52999955,0.02931796029382208,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501184-2021,Active,,United Kingdom,Newham,Building installation work,United Kingdom-Newham: Building installation work,501184-2021,04/10/2021,192,NEWHAM,London Borough of Newham,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKI61,www.newham.gov.uk,Public procurement Directive 2014/24/EU,nan,51.52999955,0.02931796029382208,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501183-2021,Active,,United Kingdom,Newham,Building installation work,United Kingdom-Newham: Building installation work,501183-2021,04/10/2021,192,NEWHAM,London Borough of Newham,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKI61,www.newham.gov.uk,Public procurement Directive 2014/24/EU,nan,51.52999955,0.02931796029382208,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501182-2021,Active,,United Kingdom,Newham,Building installation work,United Kingdom-Newham: Building installation work,501182-2021,04/10/2021,192,NEWHAM,London Borough of Newham,EN,UK,3 - Regional or local authority,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45300000 - Building installation work,UKI61,www.newham.gov.uk,Public procurement Directive 2014/24/EU,nan,51.52999955,0.02931796029382208,295736-2018,10/07/2018,06/08/2018,3 - Contract notice,Plymouth City Council,557702-2018,19/12/2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
501181-2021,Active,,United Kingdom,Cookstown,Engineering works and construction works,United Kingdom-Cookstown: Engineering works and construction works,501181-2021,04/10/2021,192,COOKSTOWN,Department for Infrastructure — Rivers,EN,UK,6 - Body governed by public law,-,29/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45220000 - Engineering works and construction works45240000 - Construction work for water projects45200000 - Works for complete or part construction and civil engineering work,UKN0,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.6436734,-6.7416008,355956-2019,30/07/2019,29/08/2019,3 - Contract notice,Department for Infrastructure — Rivers,501181-2021,04/10/2021,nan,nan,nan,nan,nan,nan,"The objective of this procurement is for the provision of Develop and Build services by an Economic Operator’s Team (EOT). The EOT will complete the detailed develop and build of a tidal flood defence for Belfast along the tidal reach of the River Lagan, The defence is approx 8.6km long from Stranmillis Weir on Lockview Road to Northern Road in Belfast Harbour Estate. The defence will comprise a combination of concrete flood walls, sheet pile flood walls, bored pile flood walls, walls with security fencing/railings, glass flood walls, demountable barriers (normally installed and normally stored), temporary barriers and flood gates. The contract also includes demolition of existing boundary walls along the line of defence, wall cladding, back drainage, hard and soft landscaping along the scheme, Landowner and Stakeholder consultations, all necessary permissions, licences, permits, consents and approvals, and completion of Lands Agreements.",BT80 8SG,owen.mcgivern@infrastructure-ni.gov.uk,16990057.20,GBP,GBP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
498581-2021,Active,,United Kingdom,Reading,Mobile-telephone services,United Kingdom-Reading: Mobile-telephone services,498581-2021,01/10/2021,191,READING,SSE Services plc (02366879),EN,UK,4 - Utilities entity,-,27/09/2021,4 - Services,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,64212000 - Mobile-telephone services,IEUK,www.sse.co.uk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,51.456659,-0.9696512,364210-2020,03/08/2020,28/08/2020,3 - Contract notice,SSE Services plc (02366879),498581-2021,01/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
498580-2021,Active,,United Kingdom,Glasgow,Detection and analysis apparatus,United Kingdom-Glasgow: Detection and analysis apparatus,498580-2021,01/10/2021,191,GLASGOW,Scottish Water (1995610),EN,UK,4 - Utilities entity,-,28/09/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,38430000 - Detection and analysis apparatus38900000 - Miscellaneous evaluation or testing instruments,UKM,https://www.scottishwater.co.uk/,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",nan,55.8609825,-4.2488787,547589-2020,13/11/2020,15/12/2020,3 - Contract notice,Scottish Water,498580-2021,01/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
498579-2021,Active,,United Kingdom,Belfast,Transport services (excl. Waste transport),United Kingdom-Belfast: Transport services (excl. Waste transport),498579-2021,01/10/2021,191,BELFAST,Procurement and Logistics Service,EN,UK,6 - Body governed by public law,-,27/09/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,60000000 - Transport services (excl. Waste transport),UKN,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,150909-2016,30/04/2016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
498578-2021,Active,,United Kingdom,Belfast,"IT services: consulting, software development, Internet and support","United Kingdom-Belfast: IT services: consulting, software development, Internet and support",498578-2021,01/10/2021,191,BELFAST,Department of Finance Northern Ireland,EN,UK,6 - Body governed by public law,-,28/09/2021,4 - Services,T - Negotiated procedure without a call for competition,V - Voluntary ex ante transparency notice,Z - Not specified,9 - Not applicable,Z - Not specified,"48000000 - Software package and information systems72000000 - IT services: consulting, software development, Internet and support",UKN,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,nan,54.5964411,-5.9302761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, GBR, 826,,
