Tender,Company,Procurement,Notice,Location,Closing,Value,Date
General Construction Multi Trade - GCMT - Housing & residential (20% VAT),Homes for Haringey,  Opportunity,  Open,  United Kingdom,"  26 August 2022, 12pm","  £20,000 to £60,000","  29 July 2022, last edited 11 August 2022"
General Construction Multi Trade - GCMT - Housing & residential (20% VAT),Homes for Haringey,  Opportunity,  Open,  United Kingdom,"  26 August 2022, 12pm","  £35,000 to £100,000","  28 July 2022, last edited 11 August 2022"
Wiltshire Council Passenger Transport  DPS Sept 2017,Wiltshire Council,  Opportunity,  Open,  England,"  30 November 2022, 12am","  £110,000,000","  18 September 2019, last edited 11 August 2022"
Sheffield Care and Wellbeing Service : Homecare,Sheffield City Council,  Early engagement,  Open,  Yorkshire and the Humber,  31 August 2022,Publication date 11 August 2022,None
Kensington Memorial Park Playground Refurbishment,capitalEsourcing,  Opportunity,  Open,  W10 6LH,"  16 September 2022, 12pm",  £0,"   9 August 2022, last edited 11 August 2022"
Office Furniture Removal,Corserv Limited,  Opportunity,  Open,  United Kingdom,"  12 September 2022, 12pm","  £260,000",  11 August 2022
"Market Engagement - Transforming Organisations, Partnerships, and Systems",East of England Collaborative Procurement Hub,  Early engagement,  Open,  CB21 5XB,  12 September 2022,Publication date 11 August 2022,None
NE LEP Evaluation of the Challenge North Tyne Project,North Tyneside Council,  Opportunity,  Open,  United Kingdom,"   2 September 2022, 12pm","  £20,000",  11 August 2022
General Construction Multi Trade - GCMT - Housing & residential (20% VAT),London Borough of Haringey - Housing Services and Building Safety - Playle,  Opportunity,  Open,  United Kingdom,"  26 August 2022, 12pm","  £20,000 to £60,000",  11 August 2022
London and Quadrant Housing Trust - Combined Mechanical and Electrical Dynamic Purchase System (DPS),L&Q Construction,  Opportunity,  Open,  E15 4PH,"  23 December 2024,  6pm",  £0,"  23 December 2020, last edited 11 August 2022"
Grimes Graves - Digging Deeper ITT,English Heritage- Interpretation,  Opportunity,  Open,  EC2V 7AN,"   8 September 2022, 12pm","  £0 to £200,000",  11 August 2022
The provision of Architectural & Project Management Consultancy Services,The Mid Yorkshire Hospitals NHS Trust,  Opportunity,  Open,  WF1 4DG,"  25 August 2022,  4pm",  £0,  11 August 2022
GB-southampton: Software Testing Training,Ordnance Survey limited,  Opportunity,  Open,  Any region,"   6 September 2022, 12pm","  £25,000 to £50,000","   9 August 2022, last edited 11 August 2022"
Small Venue Meeting Room Hire,St.Helens Council,  Opportunity,  Open,  England,"   1 September 2022, 11:59pm","  £120,000",  11 August 2022
Market Engagement - Teleradiology Services,East of England Collaborative Procurement Hub,  Early engagement,  Open,  CB21 5XB,  12 September 2022,Publication date 11 August 2022,None
IA2848 Banking Services,Staffordshire County Council,  Opportunity,  Open,  ST16 2DH,"  23 September 2022, 12pm","  £400,000",  11 August 2022
HCC 07/22 - Framework for The Provision of a Support Service to Prevent Family Breakdown and To Support Reunification Home,Hertfordshire County Council - Children's Services,  Opportunity,  Open,  SG13 8DE,"  21 September 2022, 12pm","  £0 to £5,147,200",  11 August 2022
"Preston Towns Fund Communications Strategy, Implementation and Support",Preston City Council,  Opportunity,  Open,  England,"  30 August 2022, 12pm","  £10,000 to £120,000","   9 August 2022, last edited 11 August 2022"
Purchase of Skip,Ipswich Borough Council,  Opportunity,  Open,  IP1 2DE,"   8 September 2022, 11am","  £0 to £24,000",  11 August 2022
Soft Market Testing - WNC Property Asset Management System (PAMS),West Northamptonshire Council,  Early engagement,  Open,  NN1 1ED,  22 August 2022,"Publication date  8 August 2022, last edited 11 August 2022",None
ESPH JB RDC Affordable Housing and Community Infrastructure Levy Viability Assessment (ESPH550),Rother District Council,  Opportunity,  Open,  TN39 3JX,"   6 September 2022, 12pm","  £20,000 to £30,000","   1 August 2022, last edited 11 August 2022"
Carers Support Soft Market Testing,Nottinghamshire County Council,  Early engagement,  Open,  England,  12 September 2022,Publication date 11 August 2022,None
Bus and Coach Hire with driver,University of Sunderland,  Opportunity,  Open,  SR1 3SD,"  12 September 2022, 12pm","  £0.01 to £900,000",  10 August 2022
2023 Highways Professional Services Term Contract,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  22 September 2022, 12pm",  £0,  10 August 2022
"Refurbishment of the public toilets at Victoria Park, Frome",Frome Town Council,  Opportunity,  Open,  South West,"  31 August 2022, 12pm","  £80,000 to £120,000",  10 August 2022
Rhododendron Control Works - Kepwick Estate,North York Moors National Park Authority,  Opportunity,  Open,  Yorkshire and the Humber,"   8 September 2022,  5pm","  £40,000 to £75,000",  10 August 2022
RFP-FY-23-08 IT Storage,Satellite Applications Catapult,  Opportunity,  Open,  South East,"   7 September 2022, 12pm",  £0,  10 August 2022
CA10832 - Provision for Authorising Engineer Ventilation (AE(V) to the University Hospitals of Derby & Burton NHS Foundation Trust,University Hospitals of Derby and Burton NHS Foundation Trust,  Opportunity,  Open,  DE22 3NE,"  26 August 2022, 12pm",  £0,"  12 July 2022, last edited 10 August 2022"
21118 Soft Market Test: CCC Insurance Claims Management System,Cambridgeshire County Council,  Early engagement,  Open,  England,   9 September 2022,Publication date 10 August 2022,None
703671450-Officer Virtual Assessment Platform,Ministry of Defence,  Opportunity,  Open,  South East,"  12 September 2022, 10am","  £3,333,333.32",  10 August 2022
EV076 29. Energy Battery Storage Units,North Tyneside Council,  Opportunity,  Open,  England,"   8 September 2022, 12pm","  £300,000",  10 August 2022
YPO - 001114 Food Deal 2,YPO,  Opportunity,  Open,  England,"  12 September 2022, 12pm","  £100,000,000 to £500,000,000",  10 August 2022
GB-South East Lincolnshire: LGA Economic Growth Advisers Programme Creating a creative industry across South East Lincolnshire,Improvement and Development Agency,  Opportunity,  Open,  Any region,"   7 September 2022, 12pm","  £10,000 to £25,000",  10 August 2022
Major Building Works DPS,Telford & Wrekin Council,  Opportunity,  Open,  Any region,"   9 September 2022, 12pm","  £1,200,000,000",  10 August 2022
"Investigation into Network Rail's risk modelling, embedded risk and uncertainty on PR23",OFFICE OF RAIL AND ROAD,  Opportunity,  Open,  United Kingdom,"   7 September 2022, 10am","  £90,000",  10 August 2022
Minor Building Works DPS,Telford & Wrekin Council,  Opportunity,  Open,  Any region,"   9 September 2022, 12pm","  £200,000,000",  10 August 2022
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £122,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £105,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £44,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £72,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022, 12pm","  £91,000","  18 July 2022, last edited 10 August 2022"
Drainage Services for Richmondshire District Council,Richmondshire District Council,  Opportunity,  Open,  DL10 4JX,"   9 September 2022, 12pm","  £0 to £75,000",  10 August 2022
Residential Development - Former Western Secondary School & Playing Fields Site,North East Lincolnshire Council,  Opportunity,  Open,  Yorkshire and the Humber,"  13 September 2022, 12pm","  £0 to £45,000,000",  10 August 2022
Support to Live at Home (STLAH) Framework,Barnsley Metropolitan Borough Council,  Opportunity,  Open,  Yorkshire and the Humber,"  30 June 2027, 12pm","  £0 to £60,304,305",  10 August 2022
GB-London: LGA Digitalisation Leadership Essentials Course,Improvement and Development Agency for Local Government,  Opportunity,  Open,  Any region,"  31 August 2022,  4pm","  £10,000 to £25,000",  10 August 2022
Q1268 - Electrical High and Low Voltage Authorising Engineer,Guy's and St Thomas' NHS Foundation Trust,  Opportunity,  Open,  SE1 9RT,"   5 September 2022, 12pm","  £100,000",  10 August 2022
"Goods Office (Peter Allen Building) Conservation works - National Railway Museum, York",Science Museum Group,  Opportunity,  Open,  SW7 2DD,"   8 September 2022, 12pm","  £325,000",  10 August 2022
PS22246 - PIN - An exploration of changes to the costs of research in UK research performing organisations,UK SHARED BUSINESS SERVICES LIMITED,  Future opportunity,  Open,  United Kingdom,Approach to market date 22 August 2022,"  £50,000",  10 August 2022
CA10959 - Methadone Safe Storage Boxes RFQ,Humankind Charity,  Opportunity,  Open,  DH6 5PF,"  23 September 2022, 12pm",  £0,  10 August 2022
LEASE AND OPERATION OF PARK CAFES,Surrey Heath Borough Council,  Opportunity,  Open,  South East,"  16 September 2022,  4pm","  £400,000",  10 August 2022
Provision of Digital Marketing Services to the University of Birmingham,University of Birmingham,  Opportunity,  Open,  B15 2TT,"  31 October 2022, 12pm","  £177,897.50 to £400,000","  10 August 2022, last edited 10 August 2022"
Electrical Services Programme Contract,London Borough of Sutton,  Opportunity,  Open,  England,"   9 September 2022, 12pm","  £6,000,000",  10 August 2022
Bus shelter Replacements,Shrewsbury Town Council,  Opportunity,  Open,  West Midlands,"  16 September 2022,  1pm","  £150,000",  10 August 2022
Soft Market Test - Council Chamber Technology Solution,Doncaster Council,  Opportunity,  Open,  DN1 3BU,"  24 August 2022,  5pm",  £0 to £1,  10 August 2022
Evaluation of the Coastal Transition Accelerator Programme (CTAP),Defra Network eTendering Portal,  Opportunity,  Open,  Any region,"  12 September 2022, 12pm",  £0,  10 August 2022
"Servicing of roller shutter bin stores within the housing, corporate and education portfolio",SOUTHAMPTON CITY COUNCIL,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","  31 August 2022, 12pm","  £75,000 to £75,001","  10 August 2022, last edited 10 August 2022"
Solar Lighting of Lifebuoy Cabinets and Throwline Boards,Shrewsbury Town Council,  Opportunity,  Open,  West Midlands,"   2 September 2022,  1pm","  £40,000",  10 August 2022
SBS Fundraising Consultancy,UNIVERSITY OF SALFORD(THE),  Opportunity,  Open,  M5 4WT,"  19 September 2022, 12pm","  £30,000",  10 August 2022
"Invitation to Tender for the Provision to replace boilers at South Holland Council offices: Priory Road, Castle Sports complex dry side and South Holland centre, all within Spalding Town centre for South Holland District Council",Breckland District Council and South Holland District Council,  Opportunity,  Open,  PE11 2XE,"  23 September 2022,  5pm","  £100,000 to £135,000",  10 August 2022
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £129,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £80,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £48,000","  18 July 2022, last edited 10 August 2022"
Electrical - Electrical miscellaneous (20% VAT),London Fire Brigade,  Opportunity,  Open,  United Kingdom,"  24 August 2022,  5pm","  £129,000","  18 July 2022, last edited 10 August 2022"
Net Zero and Climate Change Adaptation and Mitigation  Evidence Base  (North Northamptonshire Strategic Plan),North Northamptonshire Council,  Opportunity,  Open,  East Midlands,"  26 September 2022, 12pm","  £60,000 to £70,000","  10 August 2022, last edited 10 August 2022"
Neuromodulation Devices & Associated Products 2023,NHS Supply Chain,  Opportunity,  Open,  SE1 6LH,"  12 September 2022,  3pm","  £457,463,323",  10 August 2022
Creation of Heart of Suffolk Website,Babergh District Council,  Opportunity,  Open,  IP1 2BX,"   9 September 2022, 12pm","  £8,000 to £15,000",  10 August 2022
2223-0013 - Mental Health Crisis House,Islington Council,  Opportunity,  Open,  England,"   9 September 2022, 12pm","  £1,494,986",  10 August 2022
Open Innovation Service Provider,CTM Portal for the NDA Shared Services Alliance,  Opportunity,  Open,  North West,"  14 September 2022,  1pm","  £0 to £300,000",  10 August 2022
Formalisation of natural breach on the River Thet,Thetford Town Council,  Opportunity,  Open,  IP24 2DS,"   7 September 2022,  1pm","  £20,000",  10 August 2022
0-19 Public Health Nursing Services,London Borough of Lewisham,  Opportunity,  Open,  England,"  29 September 2022, 12pm","  £0 to £27,797,956",  10 August 2022
WWF-UK Trade Hub,WWF-UK (WORLD WIDE FUND FOR NATURE) TRADING LIMITED,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","   2 September 2022, 12pm","  £80,000 to £99,000","  27 July 2022, last edited 10 August 2022"
Improving Resilience - Stem Cell Registry,Department of Health and Social Care (London),  Early engagement,  Open,  SW1H 0EU,  24 August 2022,"Publication date 10 August 2022, last edited 10 August 2022",None
Strategic Technology Partner - Business Systems and Development,THE NATIONAL ARCHIVES,  Opportunity,  Open,  TW9 4DU,"  26 August 2022,  5pm",  £0,  10 August 2022
Pest Control Services,Dover District Council,  Opportunity,  Open,  England,"   7 September 2022,  5pm","  £350,000",  10 August 2022
Windrush Day Grant Scheme,"DEPARTMENT FOR LEVELLING UP, HOUSING AND COMMUNITIES",  Early engagement,  Open,  England,  31 August 2022,Publication date 10 August 2022,None
TRG BS 116 Bedding & Household items,Riverside,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Scotland","  30 August 2022, 12pm","  £110,000",  10 August 2022
